customer_id,age_group,income_bracket,zip_code,season_ticket_holder
140,18-24,<$50K,90001,0
141,55+,<$50K,90015,0
142,25-34,<$50K,90301,0
143,35-44,$50K-$99K,90008,0
144,45-54,$50K-$99K,90008,0
145,35-44,$100K-$149K,90015,0
146,35-44,<$50K,90401,0
147,25-34,$100K-$149K,90008,0
148,35-44,$50K-$99K,90401,0
149,35-44,$150K+,90802,0
150,25-34,$100K-$149K,90401,1
151,18-24,$150K+,90401,0
152,55+,$50K-$99K,90802,0
153,35-44,<$50K,90015,0
154,25-34,$50K-$99K,90008,0
155,55+,<$50K,90401,0
156,55+,$50K-$99K,90001,1
157,35-44,$50K-$99K,90001,0
158,45-54,$50K-$99K,90015,0
159,25-34,$150K+,90008,0
160,25-34,$50K-$99K,90003,0
161,35-44,$150K+,90802,0
162,45-54,<$50K,90045,0
163,45-54,<$50K,90008,0
164,25-34,$50K-$99K,90802,0
165,45-54,$100K-$149K,90401,0
166,45-54,$100K-$149K,90015,0
167,55+,$100K-$149K,90045,0
168,45-54,$50K-$99K,90045,0
169,35-44,<$50K,90401,1
170,35-44,<$50K,90301,0
171,25-34,$50K-$99K,90008,0
172,55+,$150K+,90210,0
173,55+,$150K+,90210,0
174,25-34,<$50K,90003,0
175,25-34,$100K-$149K,90001,0
176,25-34,$50K-$99K,90301,0
177,25-34,<$50K,90008,0
178,55+,$50K-$99K,90045,0
179,18-24,$50K-$99K,90401,0
180,18-24,$100K-$149K,90045,0
181,25-34,$50K-$99K,90045,0
182,18-24,$150K+,90045,0
183,25-34,$50K-$99K,90301,0
184,45-54,<$50K,90003,0
185,35-44,$50K-$99K,90001,0
186,25-34,$100K-$149K,90015,0
187,35-44,$100K-$149K,90045,0
188,35-44,$100K-$149K,90301,0
189,35-44,$50K-$99K,90001,0
190,25-34,$50K-$99K,90802,0
191,35-44,$50K-$99K,90015,0
192,55+,<$50K,90210,0
193,25-34,$100K-$149K,90001,0
194,55+,$50K-$99K,90802,0
195,25-34,$50K-$99K,90015,0
196,25-34,$50K-$99K,90045,0
197,35-44,$50K-$99K,90401,0
198,35-44,$100K-$149K,90210,0
199,45-54,$100K-$149K,90008,1
200,25-34,$100K-$149K,90401,0
201,25-34,$100K-$149K,90210,0
202,35-44,$50K-$99K,90003,0
203,45-54,$100K-$149K,90045,0
204,18-24,<$50K,90008,0
205,55+,$100K-$149K,90015,0
206,25-34,$100K-$149K,90802,0
207,25-34,$100K-$149K,90008,0
208,45-54,<$50K,90045,0
209,45-54,$150K+,90401,0
210,55+,$100K-$149K,90802,0
211,25-34,$100K-$149K,90301,1
212,35-44,<$50K,90015,0
213,35-44,$50K-$99K,90802,0
214,55+,<$50K,90003,0
215,18-24,$50K-$99K,90003,0
216,25-34,$50K-$99K,90015,0
217,25-34,$150K+,90003,1
218,25-34,$50K-$99K,90008,0
219,25-34,$100K-$149K,90045,0
220,25-34,<$50K,90008,0
221,25-34,$50K-$99K,90001,0
222,45-54,$150K+,90008,0
223,55+,$100K-$149K,90210,0
224,18-24,$50K-$99K,90008,0
225,25-34,$50K-$99K,90802,0
226,35-44,$50K-$99K,90008,0
227,25-34,<$50K,90008,0
228,25-34,$50K-$99K,90008,0
229,25-34,<$50K,90045,0
230,25-34,$100K-$149K,90301,0
231,45-54,<$50K,90045,0
232,18-24,<$50K,90802,0
233,35-44,$100K-$149K,90210,0
234,35-44,$150K+,90001,0
235,25-34,$150K+,90802,0
236,25-34,$100K-$149K,90008,0
237,25-34,<$50K,90401,0
238,35-44,$50K-$99K,90008,0
239,18-24,$150K+,90401,0
240,18-24,$150K+,90015,0
241,35-44,$100K-$149K,90001,0
242,25-34,$50K-$99K,90210,0
243,18-24,<$50K,90301,0
244,25-34,$150K+,90401,0
245,18-24,<$50K,90210,0
246,45-54,$100K-$149K,90001,0
247,18-24,$150K+,90045,0
248,35-44,$100K-$149K,90802,0
249,25-34,$50K-$99K,90008,0
250,35-44,$50K-$99K,90045,0
251,25-34,<$50K,90210,0
252,18-24,$100K-$149K,90045,0
253,55+,$50K-$99K,90015,1
254,45-54,<$50K,90003,0
255,45-54,<$50K,90045,0
256,25-34,<$50K,90001,0
257,18-24,$150K+,90001,0
258,25-34,$100K-$149K,90401,0
259,35-44,$50K-$99K,90015,0
260,25-34,$150K+,90001,0
261,45-54,$100K-$149K,90003,0
262,25-34,$100K-$149K,90045,0
263,55+,$100K-$149K,90301,0
264,25-34,$100K-$149K,90045,0
265,45-54,<$50K,90210,0
266,25-34,$50K-$99K,90301,0
267,25-34,$100K-$149K,90008,0
268,35-44,<$50K,90045,0
269,18-24,<$50K,90401,0
270,18-24,<$50K,90210,0
271,55+,$50K-$99K,90003,0
272,35-44,<$50K,90802,0
273,18-24,$100K-$149K,90003,1
274,25-34,$50K-$99K,90210,0
275,25-34,<$50K,90003,0
276,45-54,$150K+,90301,0
277,25-34,$100K-$149K,90001,0
278,25-34,<$50K,90015,0
279,18-24,$50K-$99K,90401,0
280,25-34,$100K-$149K,90802,0
281,35-44,$100K-$149K,90008,0
282,18-24,<$50K,90802,0
283,55+,$150K+,90401,0
284,25-34,$100K-$149K,90015,0
285,25-34,$150K+,90001,0
286,18-24,<$50K,90045,0
287,25-34,<$50K,90301,0
288,55+,$50K-$99K,90045,0
289,35-44,<$50K,90045,0
290,35-44,<$50K,90045,0
291,35-44,<$50K,90008,0
292,25-34,$100K-$149K,90210,1
293,35-44,<$50K,90015,1
294,18-24,<$50K,90003,0
295,35-44,$150K+,90015,0
296,18-24,<$50K,90210,0
297,18-24,$50K-$99K,90210,0
298,25-34,$100K-$149K,90802,0
299,18-24,$150K+,90401,0
300,18-24,$150K+,90045,1
301,25-34,$50K-$99K,90008,0
302,55+,$150K+,90015,0
303,18-24,$50K-$99K,90045,0
304,18-24,$100K-$149K,90001,0
305,45-54,$50K-$99K,90802,0
306,45-54,$100K-$149K,90015,0
307,25-34,$50K-$99K,90401,0
308,25-34,$100K-$149K,90045,0
309,35-44,$100K-$149K,90045,0
310,18-24,<$50K,90003,0
311,55+,$50K-$99K,90401,0
312,45-54,$100K-$149K,90301,0
313,25-34,<$50K,90003,0
314,18-24,$50K-$99K,90210,0
315,55+,$100K-$149K,90802,0
316,35-44,$150K+,90401,0
317,35-44,<$50K,90008,0
318,35-44,$50K-$99K,90301,0
319,35-44,<$50K,90015,0
320,55+,$50K-$99K,90015,0
321,55+,<$50K,90301,1
322,45-54,$100K-$149K,90301,0
323,35-44,$100K-$149K,90001,0
324,45-54,<$50K,90001,0
325,35-44,$100K-$149K,90210,0
326,35-44,$50K-$99K,90003,1
327,18-24,$50K-$99K,90008,0
328,45-54,$50K-$99K,90003,0
329,45-54,$50K-$99K,90003,0
330,35-44,<$50K,90401,0
331,45-54,$100K-$149K,90401,0
332,35-44,$100K-$149K,90210,0
333,25-34,$100K-$149K,90008,0
334,25-34,$50K-$99K,90045,0
335,25-34,<$50K,90301,0
336,25-34,$100K-$149K,90045,0
337,18-24,$50K-$99K,90301,0
338,35-44,$100K-$149K,90301,0
339,25-34,$100K-$149K,90015,0
340,35-44,$100K-$149K,90210,0
341,25-34,$50K-$99K,90802,1
342,35-44,$150K+,90015,0
343,25-34,$100K-$149K,90001,0
344,25-34,$50K-$99K,90401,0
345,25-34,$100K-$149K,90015,0
346,35-44,<$50K,90401,0
347,25-34,$50K-$99K,90802,0
348,55+,$150K+,90401,0
349,18-24,<$50K,90001,0
350,25-34,$50K-$99K,90802,0
351,55+,$50K-$99K,90045,0
352,35-44,$50K-$99K,90401,0
353,25-34,$50K-$99K,90210,0
354,35-44,$150K+,90301,0
355,35-44,$50K-$99K,90008,0
356,35-44,$100K-$149K,90802,0
357,18-24,$100K-$149K,90802,0
358,25-34,$50K-$99K,90003,0
359,35-44,<$50K,90015,0
360,45-54,$50K-$99K,90015,0
361,35-44,$150K+,90001,0
362,25-34,$50K-$99K,90015,0
363,35-44,$100K-$149K,90008,0
364,35-44,$150K+,90003,0
365,25-34,$100K-$149K,90210,0
366,25-34,$100K-$149K,90008,0
367,35-44,$150K+,90802,0
368,25-34,<$50K,90802,0
369,25-34,$100K-$149K,90401,0
370,25-34,$50K-$99K,90401,1
371,18-24,$50K-$99K,90003,0
372,18-24,$50K-$99K,90210,0
373,55+,<$50K,90015,0
374,45-54,$50K-$99K,90003,0
375,25-34,<$50K,90003,0
376,55+,<$50K,90301,0
377,35-44,$50K-$99K,90001,0
378,25-34,$100K-$149K,90401,0
379,25-34,<$50K,90045,0
380,18-24,$50K-$99K,90401,0
381,18-24,$100K-$149K,90003,0
382,35-44,<$50K,90001,0
383,35-44,$150K+,90003,0
384,25-34,$150K+,90210,0
385,55+,$50K-$99K,90015,0
386,45-54,$150K+,90401,0
387,18-24,$100K-$149K,90802,0
388,55+,$50K-$99K,90802,0
389,55+,$100K-$149K,90045,0
390,55+,$100K-$149K,90210,0
391,18-24,$100K-$149K,90301,1
392,35-44,$100K-$149K,90015,0
393,35-44,$50K-$99K,90008,0
394,35-44,$150K+,90003,0
395,55+,$150K+,90015,0
396,35-44,$100K-$149K,90802,0
397,45-54,<$50K,90045,0
398,45-54,$50K-$99K,90001,0
399,45-54,$100K-$149K,90045,0
400,25-34,$150K+,90210,0
401,25-34,$150K+,90210,0
402,25-34,$150K+,90045,0
403,45-54,$50K-$99K,90401,0
404,18-24,$150K+,90045,0
405,35-44,<$50K,90008,0
406,25-34,$50K-$99K,90008,0
407,35-44,<$50K,90015,0
408,45-54,$150K+,90401,0
409,45-54,$150K+,90802,0
410,25-34,$50K-$99K,90301,0
411,55+,$50K-$99K,90003,0
412,35-44,$150K+,90802,0
413,25-34,$50K-$99K,90210,0
414,35-44,$50K-$99K,90210,0
415,25-34,$50K-$99K,90210,0
416,25-34,$100K-$149K,90001,0
417,35-44,$150K+,90802,0
418,25-34,$50K-$99K,90210,0
419,25-34,<$50K,90301,0
420,25-34,<$50K,90001,1
421,25-34,<$50K,90045,0
422,25-34,$50K-$99K,90008,0
423,35-44,$150K+,90802,0
424,45-54,$100K-$149K,90003,0
425,45-54,$150K+,90015,0
426,45-54,$150K+,90008,0
427,45-54,$50K-$99K,90802,0
428,35-44,$50K-$99K,90008,0
429,25-34,$100K-$149K,90001,0
430,25-34,<$50K,90401,0
431,25-34,$100K-$149K,90001,0
432,18-24,$50K-$99K,90001,0
433,35-44,$100K-$149K,90301,0
434,25-34,$50K-$99K,90802,0
435,45-54,$50K-$99K,90015,0
436,55+,$100K-$149K,90015,0
437,35-44,$50K-$99K,90045,0
438,25-34,<$50K,90045,1
439,18-24,$100K-$149K,90003,0
440,55+,$50K-$99K,90802,0
441,55+,$150K+,90802,0
442,25-34,<$50K,90802,0
443,35-44,$100K-$149K,90802,0
444,18-24,$50K-$99K,90001,1
445,18-24,<$50K,90401,0
446,25-34,$50K-$99K,90401,0
447,25-34,$100K-$149K,90015,1
448,55+,$50K-$99K,90001,0
449,35-44,<$50K,90001,1
450,25-34,$100K-$149K,90001,0
451,35-44,<$50K,90008,0
452,55+,$100K-$149K,90008,0
453,55+,$100K-$149K,90015,1
454,18-24,<$50K,90003,0
455,25-34,$50K-$99K,90802,0
456,18-24,$50K-$99K,90802,0
457,25-34,$100K-$149K,90301,0
458,18-24,$50K-$99K,90003,0
459,35-44,$50K-$99K,90008,0
460,25-34,<$50K,90401,0
461,25-34,<$50K,90802,0
462,25-34,$50K-$99K,90015,0
463,25-34,<$50K,90802,0
464,25-34,<$50K,90015,1
465,25-34,$50K-$99K,90003,0
466,18-24,<$50K,90301,0
467,25-34,<$50K,90802,0
468,25-34,$50K-$99K,90003,0
469,35-44,<$50K,90401,0
470,25-34,$100K-$149K,90210,1
471,18-24,<$50K,90802,0
472,18-24,$100K-$149K,90045,0
473,55+,$50K-$99K,90001,0
474,25-34,$100K-$149K,90045,0
475,35-44,<$50K,90301,0
476,55+,$150K+,90301,0
477,18-24,$100K-$149K,90015,0
478,45-54,<$50K,90210,0
479,35-44,<$50K,90210,0
480,18-24,$100K-$149K,90001,0
481,25-34,$150K+,90045,0
482,45-54,$50K-$99K,90301,0
483,25-34,$50K-$99K,90045,0
484,55+,<$50K,90401,0
485,25-34,$50K-$99K,90001,0
486,45-54,$50K-$99K,90802,0
487,25-34,$50K-$99K,90003,0
488,45-54,<$50K,90401,0
489,35-44,<$50K,90045,0
490,18-24,$100K-$149K,90301,0
491,18-24,$100K-$149K,90301,0
492,18-24,$50K-$99K,90001,0
493,18-24,$150K+,90401,0
494,18-24,$50K-$99K,90008,0
495,35-44,$50K-$99K,90015,0
496,35-44,$100K-$149K,90008,0
497,45-54,$100K-$149K,90003,0
498,55+,$150K+,90301,0
499,35-44,<$50K,90045,0
500,35-44,<$50K,90301,0
501,45-54,$100K-$149K,90001,0
502,25-34,$50K-$99K,90003,0
503,25-34,<$50K,90210,0
504,25-34,$50K-$99K,90210,0
505,25-34,$50K-$99K,90008,0
506,25-34,$50K-$99K,90001,0
507,25-34,$50K-$99K,90008,1
508,45-54,<$50K,90015,0
509,45-54,<$50K,90001,0
510,18-24,$50K-$99K,90301,0
511,25-34,$50K-$99K,90008,0
512,18-24,$150K+,90401,0
513,25-34,<$50K,90301,0
514,25-34,$150K+,90210,0
515,45-54,$50K-$99K,90401,0
516,25-34,$50K-$99K,90802,0
517,45-54,$50K-$99K,90003,0
518,55+,$50K-$99K,90802,1
519,18-24,$50K-$99K,90045,0
520,45-54,$50K-$99K,90001,1
521,35-44,$100K-$149K,90001,0
522,25-34,$50K-$99K,90301,0
523,25-34,$100K-$149K,90210,1
524,45-54,$100K-$149K,90802,0
525,35-44,<$50K,90001,0
526,45-54,$100K-$149K,90301,0
527,55+,$100K-$149K,90401,0
528,35-44,$150K+,90015,0
529,55+,<$50K,90001,0
530,35-44,$100K-$149K,90008,0
531,35-44,$150K+,90003,0
532,35-44,$100K-$149K,90008,0
533,18-24,$50K-$99K,90210,0
534,35-44,$150K+,90008,0
535,35-44,$150K+,90015,0
536,25-34,$100K-$149K,90001,0
537,55+,$50K-$99K,90210,0
538,25-34,$100K-$149K,90003,0
539,35-44,<$50K,90015,0
540,35-44,$50K-$99K,90045,0
541,45-54,$150K+,90045,0
542,25-34,$100K-$149K,90015,0
543,45-54,$150K+,90008,0
544,45-54,$50K-$99K,90015,0
545,18-24,$50K-$99K,90008,0
546,18-24,$150K+,90008,1
547,35-44,$50K-$99K,90015,0
548,25-34,$100K-$149K,90802,1
549,25-34,$50K-$99K,90802,1
550,35-44,<$50K,90401,0
551,25-34,<$50K,90015,1
552,35-44,$50K-$99K,90003,0
553,25-34,$50K-$99K,90802,0
554,35-44,<$50K,90210,0
555,25-34,$50K-$99K,90401,0
556,35-44,$100K-$149K,90015,0
557,25-34,$100K-$149K,90401,0
558,35-44,<$50K,90210,0
559,25-34,$100K-$149K,90210,0
560,45-54,<$50K,90210,0
561,35-44,<$50K,90802,0
562,55+,<$50K,90001,1
563,35-44,$100K-$149K,90001,0
564,25-34,<$50K,90045,0
565,45-54,<$50K,90001,1
566,25-34,<$50K,90802,0
567,25-34,$150K+,90015,0
568,18-24,$150K+,90003,0
569,35-44,<$50K,90008,0
570,35-44,$50K-$99K,90802,0
571,25-34,$150K+,90401,0
572,45-54,<$50K,90008,0
573,18-24,<$50K,90401,0
574,25-34,<$50K,90015,0
575,25-34,$150K+,90210,0
576,18-24,$100K-$149K,90015,1
577,25-34,<$50K,90045,0
578,35-44,<$50K,90802,0
579,35-44,$150K+,90003,0
580,18-24,$50K-$99K,90802,0
581,25-34,$50K-$99K,90008,0
582,18-24,$50K-$99K,90045,0
583,45-54,$100K-$149K,90301,0
584,18-24,<$50K,90003,0
585,35-44,$100K-$149K,90015,0
586,55+,<$50K,90001,0
587,35-44,<$50K,90008,0
588,55+,$50K-$99K,90210,0
589,25-34,$100K-$149K,90003,0
590,45-54,$50K-$99K,90401,0
591,35-44,<$50K,90301,1
592,35-44,$50K-$99K,90008,0
593,18-24,$100K-$149K,90001,0
594,18-24,$100K-$149K,90015,0
595,18-24,$50K-$99K,90015,0
596,35-44,<$50K,90045,0
597,45-54,$50K-$99K,90008,0
598,45-54,$50K-$99K,90003,1
599,18-24,$150K+,90003,0
600,45-54,$50K-$99K,90401,0
601,25-34,$50K-$99K,90301,0
602,25-34,$50K-$99K,90001,0
603,18-24,$50K-$99K,90802,0
604,35-44,$50K-$99K,90008,0
605,25-34,$50K-$99K,90008,0
606,35-44,$150K+,90001,1
607,45-54,$50K-$99K,90015,0
608,18-24,$50K-$99K,90003,0
609,35-44,<$50K,90008,0
610,25-34,$100K-$149K,90001,0
611,25-34,<$50K,90008,0
612,25-34,$50K-$99K,90015,0
613,25-34,$50K-$99K,90210,0
614,35-44,$50K-$99K,90008,0
615,25-34,$100K-$149K,90210,0
616,35-44,$100K-$149K,90003,0
617,35-44,$150K+,90401,0
618,35-44,$50K-$99K,90045,0
619,35-44,$50K-$99K,90001,0
620,35-44,<$50K,90210,0
621,25-34,$50K-$99K,90008,0
622,25-34,<$50K,90015,0
623,45-54,$100K-$149K,90401,0
624,35-44,$50K-$99K,90401,0
625,25-34,$50K-$99K,90401,0
626,25-34,$50K-$99K,90045,0
627,25-34,$100K-$149K,90001,0
628,55+,$50K-$99K,90802,1
629,18-24,$50K-$99K,90802,0
630,25-34,$150K+,90401,0
631,25-34,$100K-$149K,90008,0
632,25-34,$50K-$99K,90210,0
633,45-54,$50K-$99K,90301,0
634,18-24,$50K-$99K,90015,0
635,45-54,$100K-$149K,90301,0
636,18-24,$100K-$149K,90802,1
637,45-54,$50K-$99K,90210,0
638,18-24,$100K-$149K,90003,0
639,18-24,<$50K,90210,0
640,35-44,$100K-$149K,90008,0
641,55+,<$50K,90301,0
642,45-54,$50K-$99K,90008,0
643,35-44,$150K+,90401,0
644,55+,$50K-$99K,90045,0
645,18-24,$150K+,90008,0
646,55+,<$50K,90001,0
647,25-34,$50K-$99K,90045,0
648,35-44,$100K-$149K,90008,0
649,45-54,<$50K,90015,0
650,35-44,<$50K,90015,0
651,35-44,<$50K,90008,0
652,25-34,$150K+,90210,0
653,45-54,$100K-$149K,90210,0
654,25-34,$50K-$99K,90001,0
655,55+,<$50K,90015,0
656,35-44,<$50K,90001,0
657,25-34,$50K-$99K,90301,0
658,35-44,$150K+,90301,0
659,35-44,$100K-$149K,90210,0
660,35-44,$50K-$99K,90003,0
661,45-54,$50K-$99K,90015,0
662,18-24,$150K+,90008,0
663,35-44,$50K-$99K,90401,0
664,55+,$150K+,90003,0
665,25-34,<$50K,90003,0
666,35-44,$100K-$149K,90001,0
667,25-34,$100K-$149K,90802,0
668,25-34,$100K-$149K,90008,0
669,35-44,$50K-$99K,90401,0
670,35-44,<$50K,90301,0
671,25-34,<$50K,90001,0
672,35-44,$150K+,90210,0
673,18-24,<$50K,90401,0
674,18-24,$150K+,90210,0
675,18-24,$100K-$149K,90802,0
676,18-24,$50K-$99K,90008,0
677,25-34,$150K+,90210,0
678,35-44,$100K-$149K,90015,1
679,45-54,$50K-$99K,90008,1
680,18-24,<$50K,90401,0
681,45-54,$150K+,90301,0
682,45-54,$100K-$149K,90301,0
683,25-34,$100K-$149K,90045,0
684,55+,$100K-$149K,90001,1
685,55+,$50K-$99K,90210,0
686,25-34,$150K+,90210,1
687,25-34,<$50K,90008,0
688,55+,<$50K,90045,1
689,35-44,<$50K,90802,0
690,18-24,<$50K,90301,0
691,45-54,$50K-$99K,90401,0
692,45-54,<$50K,90802,0
693,45-54,<$50K,90210,0
694,45-54,<$50K,90045,0
695,45-54,$100K-$149K,90045,0
696,25-34,$50K-$99K,90045,0
697,25-34,$50K-$99K,90015,0
698,35-44,$100K-$149K,90003,1
699,55+,$50K-$99K,90301,0
700,25-34,$50K-$99K,90301,0
701,35-44,$150K+,90401,0
702,35-44,<$50K,90401,0
703,25-34,$50K-$99K,90401,0
704,35-44,$100K-$149K,90802,0
705,45-54,$100K-$149K,90210,0
706,35-44,$100K-$149K,90015,0
707,35-44,<$50K,90003,0
708,25-34,$100K-$149K,90045,0
709,35-44,$100K-$149K,90210,0
710,25-34,<$50K,90301,0
711,25-34,<$50K,90210,0
712,35-44,$100K-$149K,90015,0
713,18-24,<$50K,90015,1
714,25-34,<$50K,90301,0
715,35-44,<$50K,90001,0
716,25-34,<$50K,90008,0
717,25-34,<$50K,90003,1
718,35-44,$50K-$99K,90003,0
719,35-44,$50K-$99K,90301,0
720,18-24,$150K+,90045,0
721,45-54,<$50K,90008,0
722,25-34,$50K-$99K,90802,1
723,45-54,$150K+,90802,0
724,35-44,$150K+,90008,0
725,55+,$50K-$99K,90003,0
726,45-54,$50K-$99K,90008,0
727,35-44,$50K-$99K,90802,0
728,45-54,$150K+,90401,0
729,18-24,<$50K,90008,0
730,25-34,$50K-$99K,90015,0
731,35-44,$100K-$149K,90045,1
732,25-34,$50K-$99K,90015,1
733,45-54,$100K-$149K,90003,0
734,18-24,$100K-$149K,90802,0
735,35-44,<$50K,90003,0
736,25-34,$50K-$99K,90045,0
737,25-34,$50K-$99K,90802,0
738,35-44,$100K-$149K,90401,0
739,35-44,$100K-$149K,90001,0
740,35-44,$100K-$149K,90008,0
741,25-34,<$50K,90802,0
742,25-34,$100K-$149K,90008,0
743,45-54,$50K-$99K,90015,0
744,18-24,$50K-$99K,90008,0
745,35-44,$50K-$99K,90301,0
746,35-44,$100K-$149K,90802,0
747,35-44,$100K-$149K,90015,0
748,35-44,$50K-$99K,90802,1
749,45-54,$150K+,90003,0
750,55+,<$50K,90003,0
751,25-34,$50K-$99K,90802,0
752,25-34,$50K-$99K,90301,0
753,25-34,$150K+,90045,0
754,25-34,<$50K,90045,1
755,35-44,$50K-$99K,90802,0
756,55+,$150K+,90015,0
757,18-24,$150K+,90001,0
758,18-24,$150K+,90210,0
759,25-34,$50K-$99K,90008,0
760,35-44,$100K-$149K,90003,0
761,35-44,$50K-$99K,90015,1
762,18-24,$100K-$149K,90802,0
763,55+,<$50K,90401,0
764,45-54,$100K-$149K,90301,0
765,18-24,$50K-$99K,90003,0
766,35-44,$50K-$99K,90001,0
767,45-54,$100K-$149K,90301,0
768,25-34,<$50K,90045,1
769,18-24,<$50K,90401,1
770,18-24,$50K-$99K,90045,0
771,18-24,$100K-$149K,90045,0
772,45-54,<$50K,90401,1
773,55+,$100K-$149K,90802,0
774,18-24,$100K-$149K,90003,0
775,25-34,$100K-$149K,90401,0
776,18-24,$50K-$99K,90301,0
777,25-34,$100K-$149K,90401,0
778,45-54,<$50K,90008,0
779,25-34,$50K-$99K,90015,1
780,25-34,$100K-$149K,90301,0
781,25-34,$150K+,90045,0
782,35-44,<$50K,90301,0
783,25-34,$50K-$99K,90210,1
784,45-54,$150K+,90015,1
785,25-34,$150K+,90003,1
786,45-54,<$50K,90210,1
787,35-44,$50K-$99K,90210,0
788,18-24,<$50K,90210,1
789,25-34,$100K-$149K,90001,0
